,imLoc,jVel,jPos,eeVel,eePos,cPos
210,/images/episode_1/run_0/step_10.jpg,"0.3209209442138672,0.18965721130371094,-0.23533344268798828,-0.00021457672119140625,0.03632068634033203,-0.3230476379394531,-0.45128345489501953","0.16964435577392578,-0.6289831399917603,-0.1087338924407959,-2.094395160675049,0.0051898956298828125,0.8466396331787109,-0.2509622573852539","0.01386348158121109,1.1566569805145264,0.49392396211624146","0.028226524591445923,-0.09664297103881836,-0.008859634399414062,-0.15553539991378784,0.16070932149887085,0.4189658463001251","0.15648071467876434,0.8219729661941528,0.02499992400407791"
211,/images/episode_1/run_0/step_11.jpg,"0.3142881393432617,0.19773483276367188,-0.2353668212890625,-0.0002002716064453125,0.04059791564941406,-0.30980587005615234,-0.43854713439941406","0.18535876274108887,-0.6190963983535767,-0.12050223350524902,-2.094395160675049,0.007219791412353516,0.8311493396759033,-0.2728896141052246","0.01526353508234024,1.1518617868423462,0.4931792616844177","0.02804979681968689,-0.0958108901977539,-0.015031695365905762,-0.1349562406539917,0.15432679653167725,0.39884382486343384","0.15648071467876434,0.8219729661941528,0.02499992400407791"
212,/images/episode_1/run_0/step_12.jpg,"0.30748844146728516,0.2051687240600586,-0.23489952087402344,-0.00019073486328125,0.044727325439453125,-0.29807567596435547,-0.4259777069091797","0.20073318481445312,-0.6088379621505737,-0.1322472095489502,-2.094395160675049,0.009456157684326172,0.8162455558776855,-0.2941884994506836","0.016658298671245575,1.147104024887085,0.49214470386505127","0.027943551540374756,-0.09505987167358398,-0.02081453800201416,-0.11660731583833694,0.14847911894321442,0.3793206512928009","0.15648071467876434,0.8219729661941528,0.02499992400407791"
213,/images/episode_1/run_0/step_13.jpg,"0.30058860778808594,0.2120351791381836,-0.23399829864501953,-0.0002002716064453125,0.048804283142089844,-0.28774261474609375,-0.41365623474121094","0.21576261520385742,-0.5982362031936646,-0.14394712448120117,-2.094395160675049,0.011896371841430664,0.8018584251403809,-0.31487131118774414","0.018050819635391235,1.142379879951477,0.49084073305130005","0.027897655963897705,-0.09438514709472656,-0.02621173858642578,-0.09983263909816742,0.14305847883224487,0.36054643988609314","0.15648071467876434,0.8219729661941528,0.02499992400407791"
214,/images/episode_1/run_0/step_14.jpg,"0.29372215270996094,0.2184295654296875,-0.2328968048095703,-0.0002002716064453125,0.05282402038574219,-0.2787590026855469,-0.40169239044189453","0.23044872283935547,-0.5873147249221802,-0.1555919647216797,-2.094395160675049,0.014537572860717773,0.7879204750061035,-0.33495593070983887","0.01944141834974289,1.1376848220825195,0.48928576707839966","0.02785593271255493,-0.09378194808959961,-0.031223297119140625,-0.08485355228185654,0.13782691955566406,0.34259483218193054","0.15648071467876434,0.8219729661941528,0.02499992400407791"
215,/images/episode_1/run_0/step_15.jpg,"0.2869558334350586,0.2243947982788086,-0.23158550262451172,-0.0001811981201171875,0.05688190460205078,-0.2710294723510742,-0.3901386260986328","0.2447965145111084,-0.5760949850082397,-0.16717123985290527,-2.094395160675049,0.017381668090820312,0.7743690013885498,-0.3544628620147705","0.020831800997257233,1.133016586303711,0.487496554851532","0.027845054864883423,-0.09324789047241211,-0.035893917083740234,-0.07122020423412323,0.13292355835437775,0.3253727853298187","0.15648071467876434,0.8219729661941528,0.02499992400407791"
216,/images/episode_1/run_0/step_16.jpg,"0.2803945541381836,0.2299785614013672,-0.23018360137939453,-0.0002002716064453125,0.06106376647949219,-0.2644681930541992,-0.37905216217041016","0.2588162422180176,-0.5645960569381714,-0.178680419921875,-2.094395160675049,0.020434856414794922,0.7611455917358398,-0.373415470123291","0.022224269807338715,1.1283738613128662,0.4854905605316162","0.027887970209121704,-0.09273529052734375,-0.040242671966552734,-0.059388820081949234,0.12829090654850006,0.3087575435638428","0.15648071467876434,0.8219729661941528,0.02499992400407791"
217,/images/episode_1/run_0/step_17.jpg,"0.2741241455078125,0.23525714874267578,-0.2288532257080078,-0.0001811981201171875,0.06533145904541016,-0.2589607238769531,-0.3685283660888672","0.2725224494934082,-0.5528331995010376,-0.1901230812072754,-2.094395160675049,0.02370142936706543,0.7481975555419922,-0.3918418884277344","0.023619089275598526,1.123752474784851,0.48328107595443726","0.02793148159980774,-0.09229898452758789,-0.04428863525390625,-0.04846591129899025,0.1238405853509903,0.29296359419822693","0.15648071467876434,0.8219729661941528,0.02499992400407791"
218,/images/episode_1/run_0/step_18.jpg,"0.2681875228881836,0.24025917053222656,-0.22754192352294922,-0.0001811981201171875,0.0697946548461914,-0.2544116973876953,-0.3586149215698242","0.2859318256378174,-0.5408202409744263,-0.20150017738342285,-2.094395160675049,0.027191162109375,0.7354769706726074,-0.4097726345062256","0.025017231702804565,1.1191520690917969,0.4808826446533203","0.02799294888973236,-0.09186744689941406,-0.04806935787200928,-0.039092883467674255,0.11956737190485,0.2777860164642334","0.15648071467876434,0.8219729661941528,0.02499992400407791"
219,/images/episode_1/run_0/step_19.jpg,"0.2626657485961914,0.24499893188476562,-0.22638320922851562,-0.00017642974853515625,0.07450103759765625,-0.2507352828979492,-0.34935474395751953","0.29906511306762695,-0.528570294380188,-0.21281933784484863,-2.094395160675049,0.030916213989257812,0.72294020652771,-0.42724037170410156","0.02642020955681801,1.1145719289779663,0.4783068299293518","0.028084367513656616,-0.09147167205810547,-0.051612257957458496,-0.030691172927618027,0.11538918316364288,0.26342636346817017","0.15648071467876434,0.8219729661941528,0.02499992400407791"
220,/images/episode_1/run_0/step_20.jpg,"0.25757312774658203,0.24956703186035156,-0.2254629135131836,-0.00018596649169921875,0.079498291015625,-0.24782180786132812,-0.34080982208251953","0.31194376945495605,-0.5160919427871704,-0.2240924835205078,-2.094395160675049,0.03489112854003906,0.7105491161346436,-0.44428086280822754","0.02782820165157318,1.1100093126296997,0.47556382417678833","0.028190389275550842,-0.09110689163208008,-0.05496203899383545,-0.02329917997121811,0.11139357089996338,0.24969814717769623","0.15648071467876434,0.8219729661941528,0.02499992400407791"
221,/images/episode_1/run_0/step_21.jpg,"0.2529621124267578,0.25394439697265625,-0.22476673126220703,-0.000171661376953125,0.0848388671875,-0.24556636810302734,-0.3330373764038086","0.32459187507629395,-0.5033947229385376,-0.23533082008361816,-2.094395160675049,0.03913307189941406,0.6982707977294922,-0.46093273162841797","0.029242530465126038,1.105465292930603,0.4726637601852417","0.028301700949668884,-0.09074211120605469,-0.05809605121612549,-0.016510067507624626,0.10756582021713257,0.23665963113307953","0.15648071467876434,0.8219729661941528,0.02499992400407791"
222,/images/episode_1/run_0/step_22.jpg,"0.24886608123779297,0.2581977844238281,-0.2244091033935547,-0.0001621246337890625,0.09052276611328125,-0.2439117431640625,-0.3260612487792969","0.3370351791381836,-0.4904848337173462,-0.2465512752532959,-2.094395160675049,0.043659210205078125,0.6860752105712891,-0.4772357940673828","0.03066260740160942,1.1009390354156494,0.4696125090122223","0.028423815965652466,-0.09037494659423828,-0.0611037015914917,-0.010952873155474663,0.10372067987918854,0.22424039244651794","0.15648071467876434,0.8219729661941528,0.02499992400407791"
223,/images/episode_1/run_0/step_23.jpg,"0.24531841278076172,0.2623271942138672,-0.22438526153564453,-0.000171661376953125,0.09664058685302734,-0.2427530288696289,-0.31991004943847656","0.3493010997772217,-0.47736847400665283,-0.2577705383300781,-2.094395160675049,0.04849123954772949,0.6739375591278076,-0.49323129653930664","0.03209053725004196,1.0964289903640747,0.46642065048217773","0.02857208251953125,-0.09005069732666016,-0.06391465663909912,-0.005083092954009771,0.1003141775727272,0.2124480903148651","0.15648071467876434,0.8219729661941528,0.02499992400407791"
224,/images/episode_1/run_0/step_24.jpg,"0.2423572540283203,0.26635169982910156,-0.224761962890625,-0.00019073486328125,0.10324478149414062,-0.2420663833618164,-0.31466007232666016","0.3614189624786377,-0.46405088901519775,-0.2690086364746094,-2.094395160675049,0.05365347862243652,0.6618342399597168,-0.5089643001556396","0.03352547064423561,1.0919357538223267,0.46309196949005127","0.028711184859275818,-0.08970260620117188,-0.06666898727416992,-0.0006079074228182435,0.09677444398403168,0.2012527734041214","0.15648071467876434,0.8219729661941528,0.02499992400407791"
225,/images/episode_1/run_0/step_25.jpg,"0.23999691009521484,0.2703094482421875,-0.2256155014038086,-0.00017642974853515625,0.1104116439819336,-0.24173736572265625,-0.3103828430175781","0.37341880798339844,-0.4505354166030884,-0.2802894115447998,-2.094395160675049,0.0591740608215332,0.649747371673584,-0.5244834423065186","0.03496808186173439,1.0874602794647217,0.45963215827941895","0.02885684370994568,-0.08934259414672852,-0.06928384304046631,0.0035746563225984573,0.09338081628084183,0.19067442417144775","0.15648071467876434,0.8219729661941528,0.02499992400407791"
226,/images/episode_1/run_0/step_26.jpg,"0.2382516860961914,0.27419567108154297,-0.22693634033203125,-0.00016689300537109375,0.11820316314697266,-0.24170398712158203,-0.3070688247680664","0.385331392288208,-0.43682563304901123,-0.29163622856140137,-2.094395160675049,0.06508421897888184,0.6376621723175049,-0.5398368835449219","0.03641865774989128,1.083004117012024,0.4560455083847046","0.029017925262451172,-0.0889730453491211,-0.07181048393249512,0.007409988436847925,0.09024815261363983,0.1805056631565094","0.15648071467876434,0.8219729661941528,0.02499992400407791"
227,/images/episode_1/run_0/step_27.jpg,"0.23717403411865234,0.27805328369140625,-0.22876262664794922,-0.0001621246337890625,0.12668609619140625,-0.24191856384277344,-0.30486583709716797","0.3971900939941406,-0.4229229688644409,-0.30307435989379883,-2.094395160675049,0.07141852378845215,0.6255662441253662,-0.5550801753997803","0.03787790983915329,1.078566312789917,0.45233476161956787","0.029184967279434204,-0.08858919143676758,-0.07428586483001709,0.01074444130063057,0.08713634312152863,0.17101767659187317","0.15648071467876434,0.8219729661941528,0.02499992400407791"
228,/images/episode_1/run_0/step_28.jpg,"0.2367401123046875,0.28188228607177734,-0.231170654296875,-0.00016689300537109375,0.13594627380371094,-0.2423381805419922,-0.3037881851196289","0.409027099609375,-0.40882885456085205,-0.3146328926086426,-2.094395160675049,0.0782158374786377,0.6134493350982666,-0.5702695846557617","0.039345238357782364,1.0741486549377441,0.4485017955303192","0.029345303773880005,-0.08818864822387695,-0.07673025131225586,0.013670751824975014,0.08411597460508347,0.16199389100074768","0.15648071467876434,0.8219729661941528,0.02499992400407791"
229,/images/episode_1/run_0/step_29.jpg,"0.23697853088378906,0.2857065200805664,-0.23415565490722656,-0.00015735626220703125,0.1461315155029297,-0.24285316467285156,-0.3039073944091797","0.42087602615356445,-0.39454352855682373,-0.3263406753540039,-2.094395160675049,0.08552241325378418,0.601306676864624,-0.5854649543762207","0.040821101516485214,1.0697530508041382,0.4445500373840332","0.029509887099266052,-0.08774042129516602,-0.07909178733825684,0.01650947891175747,0.08124314993619919,0.15346896648406982","0.15648071467876434,0.8219729661941528,0.02499992400407791"
230,/images/episode_1/run_0/step_30.jpg,"0.23791790008544922,0.2895498275756836,-0.23778915405273438,-0.0001621246337890625,0.15729427337646484,-0.24344444274902344,-0.3053569793701172","0.4327719211578369,-0.38006603717803955,-0.3382301330566406,-2.094395160675049,0.09338712692260742,0.5891344547271729,-0.6007328033447266","0.0423053614795208,1.0653802156448364,0.44048136472702026","0.029679089784622192,-0.08727788925170898,-0.08143782615661621,0.019139230251312256,0.0785466730594635,0.1453876495361328","0.15648071467876434,0.8219729661941528,0.02499992400407791"
231,/images/episode_1/run_0/step_31.jpg,"0.2395772933959961,0.2934074401855469,-0.24207115173339844,-0.0001430511474609375,0.16961097717285156,-0.2440929412841797,-0.30820369720458984","0.4447507858276367,-0.3653956651687622,-0.35033369064331055,-2.094395160675049,0.10186767578125,0.5769298076629639,-0.616142988204956","0.043799202889204025,1.0610332489013672,0.43629637360572815","0.029860585927963257,-0.08677482604980469,-0.0837475061416626,0.021474173292517662,0.07589501142501831,0.13778197765350342","0.15648071467876434,0.8219729661941528,0.02499992400407791"
232,/images/episode_1/run_0/step_32.jpg,"0.2419567108154297,0.29732227325439453,-0.2471017837524414,-0.000152587890625,0.1832294464111328,-0.24472713470458984,-0.3126192092895508","0.4568486213684082,-0.3505295515060425,-0.3626887798309326,-2.094395160675049,0.11102914810180664,0.5646934509277344,-0.6317739486694336","0.045301035046577454,1.0567128658294678,0.4319959878921509","0.030021443963050842,-0.08623123168945312,-0.08606493473052979,0.02351967990398407,0.07337602227926254,0.13055618107318878","0.15648071467876434,0.8219729661941528,0.02499992400407791"
233,/images/episode_1/run_0/step_33.jpg,"0.2450704574584961,0.30129432678222656,-0.25284767150878906,-0.0001621246337890625,0.1983499526977539,-0.24526596069335938,-0.31870365142822266","0.469102144241333,-0.33546483516693115,-0.37533116340637207,-2.094395160675049,0.12094664573669434,0.5524301528930664,-0.6477091312408447","0.04681143909692764,1.0524214506149292,0.42758119106292725","0.030187666416168213,-0.08565425872802734,-0.088348388671875,0.02563064731657505,0.07090435177087784,0.12380599230527878","0.15648071467876434,0.8219729661941528,0.02499992400407791"
234,/images/episode_1/run_0/step_34.jpg,"0.24890899658203125,0.3053712844848633,-0.2593660354614258,-0.0001430511474609375,0.21511554718017578,-0.24571895599365234,-0.32666683197021484","0.48154759407043457,-0.320196270942688,-0.38829946517944336,-2.094395160675049,0.13170242309570312,0.5401442050933838,-0.6640424728393555","0.048330701887607574,1.0481618642807007,0.4230516850948334","0.03035895526409149,-0.08501529693603516,-0.09063363075256348,0.027497103437781334,0.06865464895963669,0.11730669438838959","0.15648071467876434,0.8219729661941528,0.02499992400407791"
235,/images/episode_1/run_0/step_35.jpg,"0.2534818649291992,0.3095531463623047,-0.2667427062988281,-0.0001430511474609375,0.23381710052490234,-0.24596214294433594,-0.3367471694946289","0.49422168731689453,-0.30471861362457275,-0.40163660049438477,-2.094395160675049,0.14339327812194824,0.527846097946167,-0.6808798313140869","0.049857620149850845,1.043936014175415,0.4184097647666931","0.030513405799865723,-0.08433341979980469,-0.0928795337677002,0.029366616159677505,0.06654422730207443,0.11116048693656921","0.15648071467876434,0.8219729661941528,0.02499992400407791"
236,/images/episode_1/run_0/step_36.jpg,"0.2587747573852539,0.3138875961303711,-0.2749061584472656,-0.00014781951904296875,0.2547883987426758,-0.24597644805908203,-0.34917354583740234","0.5071604251861572,-0.2890242338180542,-0.41538190841674805,-2.094395160675049,0.15613269805908203,0.5155472755432129,-0.698338508605957","0.0513925775885582,1.039746880531311,0.41365164518356323","0.030666068196296692,-0.08361339569091797,-0.09520411491394043,0.030910613015294075,0.06443328410387039,0.10540245473384857","0.15648071467876434,0.8219729661941528,0.02499992400407791"
237,/images/episode_1/run_0/step_37.jpg,"0.2647209167480469,0.3184175491333008,-0.28391361236572266,-0.0001430511474609375,0.2783775329589844,-0.24561405181884766,-0.36423206329345703","0.5203964710235596,-0.27310335636138916,-0.4295775890350342,-2.094395160675049,0.17005157470703125,0.5032665729522705,-0.7165501117706299","0.05293462797999382,1.035596489906311,0.4087797701358795","0.030810534954071045,-0.08281707763671875,-0.09746551513671875,0.03263728693127632,0.06248265504837036,0.09996125102043152","0.15648071467876434,0.8219729661941528,0.02499992400407791"
238,/images/episode_1/run_0/step_38.jpg,"0.2712440490722656,0.3231620788574219,-0.29369354248046875,-0.00012874603271484375,0.30489444732666016,-0.24489402770996094,-0.3822803497314453","0.5339586734771729,-0.25694525241851807,-0.4442622661590576,-2.094395160675049,0.18529629707336426,0.49102187156677246,-0.7356641292572021","0.054483458399772644,1.031489610671997,0.40379366278648376","0.030932873487472534,-0.0819540023803711,-0.09974122047424316,0.03411316126585007,0.06056816875934601,0.09480774402618408","0.15648071467876434,0.8219729661941528,0.02499992400407791"
239,/images/episode_1/run_0/step_39.jpg,"0.2782249450683594,0.32822608947753906,-0.3042125701904297,-0.000133514404296875,0.3348731994628906,-0.24361610412597656,-0.4037618637084961","0.5478699207305908,-0.2405339479446411,-0.4594728946685791,-2.094395160675049,0.2020399570465088,0.47884106636047363,-0.755852222442627","0.05603818595409393,1.0274282693862915,0.39869439601898193","0.031047910451889038,-0.08104801177978516,-0.10201454162597656,0.03576062619686127,0.05883004516363144,0.08991025388240814","0.15648071467876434,0.8219729661941528,0.02499992400407791"
240,/images/episode_1/run_0/step_40.jpg,"0.28543949127197266,0.3336620330810547,-0.31531333923339844,-0.0001239776611328125,0.3688812255859375,-0.2417278289794922,-0.42912960052490234","0.5621418952941895,-0.22385084629058838,-0.475238561630249,-2.094395160675049,0.22048401832580566,0.466754674911499,-0.7773087024688721","0.05759782716631889,1.0234142541885376,0.3934776782989502","0.03114841878414154,-0.08010387420654297,-0.10434508323669434,0.03710027039051056,0.05714799463748932,0.08522996306419373","0.15648071467876434,0.8219729661941528,0.02499992400407791"
241,/images/episode_1/run_0/step_41.jpg,"0.2925443649291992,0.3395652770996094,-0.32676219940185547,-0.00011920928955078125,0.4074859619140625,-0.23900985717773438,-0.45896053314208984","0.5767691135406494,-0.2068725824356079,-0.4915766716003418,-2.094395160675049,0.2408583164215088,0.4548041820526123,-0.8002567291259766","0.05916072428226471,1.0194518566131592,0.3881472945213318","0.031202659010887146,-0.07906198501586914,-0.10661542415618896,0.03865531086921692,0.0555884875357151,0.08078868687152863","0.15648071467876434,0.8219729661941528,0.02499992400407791"
242,/images/episode_1/run_0/step_42.jpg,"0.2991199493408203,0.34601688385009766,-0.33809661865234375,-0.00011920928955078125,0.45146942138671875,-0.2353191375732422,-0.4938793182373047","0.5917251110076904,-0.18957173824310303,-0.508481502532959,-2.094395160675049,0.2634317874908447,0.4430382251739502,-0.8249506950378418","0.06072638928890228,1.0155439376831055,0.3827010989189148","0.03125101327896118,-0.07797956466674805,-0.1089257001876831,0.03993432596325874,0.05405988171696663,0.07653070241212845","0.15648071467876434,0.8219729661941528,0.02499992400407791"
243,/images/episode_1/run_0/step_43.jpg,"0.3043937683105469,0.3531646728515625,-0.34874439239501953,-0.0001049041748046875,0.5015754699707031,-0.2303791046142578,-0.5345773696899414","0.6069447994232178,-0.1719135046005249,-0.52591872215271,-2.094395160675049,0.2885105609893799,0.4315192699432373,-0.8516795635223389","0.0622933954000473,1.0116939544677734,0.3771403133869171","0.03127485513687134,-0.07681846618652344,-0.11121392250061035,0.04132625460624695,0.052654728293418884,0.07255300134420395","0.15648071467876434,0.8219729661941528,0.02499992400407791"
244,/images/episode_1/run_0/step_44.jpg,"0.30731678009033203,0.3611469268798828,-0.3577423095703125,-0.0001049041748046875,0.5585336685180664,-0.22388458251953125,-0.5816936492919922","0.6223106384277344,-0.15385615825653076,-0.5438058376312256,-2.094395160675049,0.3164372444152832,0.42032504081726074,-0.8807642459869385","0.06385914236307144,1.0079052448272705,0.37146472930908203","0.03124639391899109,-0.07560253143310547,-0.11349976062774658,0.042688578367233276,0.05125591531395912,0.06867167353630066","0.15648071467876434,0.8219729661941528,0.02499992400407791"
245,/images/episode_1/run_0/step_45.jpg,"0.306396484375,0.37009716033935547,-0.363616943359375,-0.00010967254638671875,0.623021125793457,-0.21553516387939453,-0.6357383728027344","0.6376304626464844,-0.135351300239563,-0.5619866847991943,-2.094395160675049,0.34758830070495605,0.409548282623291,-0.9125511646270752","0.06542262434959412,1.00417959690094,0.3656737804412842","0.03119155764579773,-0.07433176040649414,-0.11580467224121094,0.04406282305717468,0.04991012066602707,0.0649830549955368","0.15648071467876434,0.8219729661941528,0.02499992400407791"
246,/images/episode_1/run_0/step_46.jpg,"0.2996063232421875,0.38013458251953125,-0.36437511444091797,-8.58306884765625e-05,0.6952905654907227,-0.204925537109375,-0.6969928741455078","0.6526107788085938,-0.11634457111358643,-0.5802054405212402,-2.094395160675049,0.3823528289794922,0.39930200576782227,-0.9474008083343506","0.06698176264762878,1.0005216598510742,0.3597666919231415","0.031097829341888428,-0.07298707962036133,-0.11810958385467529,0.04529844596982002,0.04853327199816704,0.06139545887708664","0.15648071467876434,0.8219729661941528,0.02499992400407791"
247,/images/episode_1/run_0/step_47.jpg,"0.2843666076660156,0.3912925720214844,-0.3572702407836914,-9.059906005859375e-05,0.7749652862548828,-0.19162654876708984,-0.7649087905883789","0.6668291091918945,-0.09677994251251221,-0.5980689525604248,-2.094395160675049,0.42110109329223633,0.3897206783294678,-0.9856462478637695","0.06853485107421875,0.9969323873519897,0.3537440896034241","0.03097236156463623,-0.07161140441894531,-0.12042999267578125,0.0466594472527504,0.04708036407828331,0.05803721398115158","0.15648071467876434,0.8219729661941528,0.02499992400407791"
248,/images/episode_1/run_0/step_48.jpg,"0.2575349807739258,0.4034280776977539,-0.33888816833496094,-7.62939453125e-05,0.8602142333984375,-0.17539024353027344,-0.837860107421875","0.6797058582305908,-0.07660853862762451,-0.6150133609771729,-2.094395160675049,0.4641118049621582,0.3809511661529541,-1.0275392532348633","0.07008160650730133,0.9934155344963074,0.3476020097732544","0.030830055475234985,-0.07017850875854492,-0.12279272079467773,0.04810072481632233,0.0454576276242733,0.05482238158583641","0.15648071467876434,0.8219729661941528,0.02499992400407791"
249,/images/episode_1/run_0/step_49.jpg,"0.21610736846923828,0.4160642623901367,-0.30562400817871094,-6.198883056640625e-05,0.9473657608032227,-0.15616416931152344,-0.9124279022216797","0.6905112266540527,-0.055805325508117676,-0.6302945613861084,-2.094395160675049,0.5114800930023193,0.37314295768737793,-1.0731606483459473","0.07162059843540192,0.989973247051239,0.34133797883987427","0.030672848224639893,-0.06868600845336914,-0.12522459030151367,0.04971284419298172,0.0435609333217144,0.051908086985349655","0.15648071467876434,0.8219729661941528,0.02499992400407791"
250,/images/episode_1/run_0/step_50.jpg,"0.15826702117919922,0.42832374572753906,-0.2546405792236328,-6.198883056640625e-05,1.0301971435546875,-0.13447284698486328,-0.9828710556030273","0.6984245777130127,-0.03438913822174072,-0.64302659034729,-2.094395160675049,0.5629899501800537,0.36641931533813477,-1.1223042011260986","0.07315248996019363,0.9866071939468384,0.3349432945251465","0.03052160143852234,-0.0671529769897461,-0.12783706188201904,0.05149897187948227,0.04135340452194214,0.0491260401904583","0.15648071467876434,0.8219729661941528,0.02499992400407791"
251,/images/episode_1/run_0/step_51.jpg,"0.0849771499633789,0.4388713836669922,-0.18559932708740234,0.0005817413330078125,1.1004924774169922,-0.11153221130371094,-1.0417795181274414","0.7026734352111816,-0.012445569038391113,-0.6523065567016602,-2.094395160675049,0.6180145740509033,0.3608427047729492,-1.1743931770324707","0.07467777281999588,0.9833245277404785,0.3284110426902771","0.030393898487091064,-0.06574749946594238,-0.13024568557739258,0.053305841982364655,0.0387590155005455,0.04661424458026886","0.15648071467876434,0.8219729661941528,0.02499992400407791"
252,/images/episode_1/run_0/step_52.jpg,"0.0013208389282226562,0.4461812973022461,-0.10230064392089844,0.001430511474609375,1.150040626525879,-0.08929729461669922,-1.0819625854492188","0.7027394771575928,0.009863495826721191,-0.6574215888977051,-2.094395160675049,0.6755166053771973,0.35637784004211426,-1.2284913063049316","0.07619372755289078,0.9801318049430847,0.3217344880104065","0.03022894263267517,-0.06425023078918457,-0.1326972246170044,0.055365875363349915,0.03586972877383232,0.044272735714912415","0.15648071467876434,0.8219729661941528,0.02499992400407791"
253,/images/episode_1/run_0/step_53.jpg,"-0.08408069610595703,0.4491424560546875,-0.012612342834472656,0.0019311904907226562,1.1739301681518555,-0.06988525390625,-1.0991621017456055","0.6985354423522949,0.032320618629455566,-0.6580522060394287,-2.094395160675049,0.73421311378479,0.35288357734680176,-1.283449411392212","0.0776994600892067,0.9770402312278748,0.31490838527679443","0.030045360326766968,-0.06246685981750488,-0.13544201850891113,0.05828507989645004,0.032878901809453964,0.042051222175359726","0.15648071467876434,0.8219729661941528,0.02499992400407791"
254,/images/episode_1/run_0/step_54.jpg,"-0.16187667846679688,0.44775962829589844,0.07395267486572266,0.0022935867309570312,1.1728334426879883,-0.05489826202392578,-1.0943889617919922","0.6904416084289551,0.05470860004425049,-0.6543545722961426,-2.094395160675049,0.7928547859191895,0.35013866424560547,-1.3381688594818115","0.07920244336128235,0.9740511775016785,0.30792975425720215","0.030027329921722412,-0.06056785583496094,-0.13832509517669678,0.06167332082986832,0.030049188062548637,0.040041886270046234","0.15648071467876434,0.8219729661941528,0.02499992400407791"
255,/images/episode_1/run_0/step_55.jpg,"-0.22555828094482422,0.44280052185058594,0.14980316162109375,0.0025272369384765625,1.152486801147461,-0.04486560821533203,-1.0729360580444336","0.6791636943817139,0.07684862613677979,-0.6468644142150879,-2.094395160675049,0.8504791259765625,0.34789538383483887,-1.3918156623840332","0.08069796860218048,0.9711769223213196,0.30080127716064453","0.029919445514678955,-0.05838751792907715,-0.14122545719146729,0.06555211544036865,0.02758176624774933,0.03798292577266693","0.15648071467876434,0.8219729661941528,0.02499992400407791"
256,/images/episode_1/run_0/step_56.jpg,"-0.27283191680908203,0.43555736541748047,0.2112293243408203,0.002689361572265625,1.1206722259521484,-0.0392913818359375,-1.0420513153076172","0.6655220985412598,0.09862649440765381,-0.6363029479980469,-2.094395160675049,0.9065127372741699,0.345930814743042,-1.443918228149414","0.08218367397785187,0.9684259295463562,0.2935265600681305","0.029746443033218384,-0.056018829345703125,-0.14409184455871582,0.06930884718894958,0.025394689291715622,0.035822708159685135","0.15648071467876434,0.8219729661941528,0.02499992400407791"
257,/images/episode_1/run_0/step_57.jpg,"-0.30466556549072266,0.42731285095214844,0.25787830352783203,0.0028181076049804688,1.0843563079833984,-0.03703594207763672,-1.0079240798950195","0.6502888202667236,0.11999213695526123,-0.6234090328216553,-2.094395160675049,0.9607305526733398,0.34407901763916016,-1.494314432144165","0.08365612477064133,0.9658048152923584,0.28611576557159424","0.029523372650146484,-0.053505897521972656,-0.1467818021774292,0.07310497760772705,0.023623203858733177,0.033618755638599396","0.15648071467876434,0.8219729661941528,0.02499992400407791"
258,/images/episode_1/run_0/step_58.jpg,"-0.32378673553466797,0.41901588439941406,0.29152393341064453,0.0029611587524414062,1.0484075546264648,-0.03700733184814453,-0.9749126434326172","0.6340994834899902,0.14094293117523193,-0.608832836151123,-2.094395160675049,1.013150930404663,0.34222865104675293,-1.543060064315796","0.08511242270469666,0.963318407535553,0.27857309579849243","0.029237419366836548,-0.050901174545288086,-0.1493769884109497,0.07659082114696503,0.02210378274321556,0.031335558742284775","0.15648071467876434,0.8219729661941528,0.02499992400407791"
259,/images/episode_1/run_0/step_59.jpg,"-0.3330039978027344,0.4112863540649414,0.3144359588623047,0.00308990478515625,1.0155963897705078,-0.03818988800048828,-0.9453487396240234","0.6174492835998535,0.161507248878479,-0.5931110382080078,-2.094395160675049,1.0639307498931885,0.3403191566467285,-1.590327501296997","0.08655022084712982,0.9609711170196533,0.27090662717819214","0.028905272483825684,-0.04820585250854492,-0.15182197093963623,0.08008579909801483,0.02092888578772545,0.02902735024690628","0.15648071467876434,0.8219729661941528,0.02499992400407791"
260,/images/episode_1/run_0/step_60.jpg,"-0.33475399017333984,0.40443897247314453,0.32874584197998047,0.003204345703125,0.9873008728027344,-0.03978252410888672,-0.9203243255615234","0.6007115840911865,0.18172919750213623,-0.5766737461090088,-2.0943808555603027,1.1132957935333252,0.3383300304412842,-1.6363437175750732","0.08796790987253189,0.958760142326355,0.2631266713142395","0.02851352095603943,-0.04543662071228027,-0.15420973300933838,0.08332899957895279,0.01987503096461296,0.0267348550260067","0.15648071467876434,0.8219729661941528,0.02499992400407791"
261,/images/episode_1/run_0/step_61.jpg,"-0.33087730407714844,0.39906978607177734,0.33603668212890625,0.03794670104980469,0.9637117385864258,-0.04116535186767578,-0.8999300003051758","0.5841677188873291,0.2016826868057251,-0.5598719120025635,-2.0924835205078125,1.1614813804626465,0.3362717628479004,-1.681340217590332","0.08947964012622833,0.9558942317962646,0.2560853958129883","0.030234605073928833,-0.05731821060180664,-0.14082551002502441,0.05312414839863777,0.018242284655570984,0.028134379535913467","0.15648071467876434,0.8219729661941528,0.02499992400407791"
